Last,Brett,Kode,Art,Vernalisering,Antall planter,Når registrert, comment,,
54,9,54-09,Cardamine hirsuta,FV,1,6/24/2016,,,
55,1,55-01,Cardamine hirsuta,EV,1,1/3/2017,,,
55,3,55-03,Calluna vulgaris,EV,2,1/3/2017,,,
55,3,55-03,Cardamine hirsuta,EV,1,12/6/2016,,,
55,5,55-05,Arabis thaliana,FV,1,6/28/2016,,,
55,5,55-05,Arabis thaliana,EV,2,12/6/2016,,,
55,5,55-05,Arabis thaliana,EV,3,12/6/2016,,,
55,5,55-05,Calluna vulgaris,FV,1,8/16/2016,,,
55,5,55-05,Calluna vulgaris,EV,1,1/3/2017,,,
55,6,55-06,Calluna vulgaris,EV,1,1/5/2017,Trolig forurensing fra torva,,
55,6,55-06,Capsella bursa-pastoris,FV,1,6/21/2016,,,
55,6,55-06,Cardamine hirsuta,FV,4,8/16/2016,,,
55,6,55-06,Cardamine hirsuta,FV,1,8/16/2016,,,
55,6,55-06,Cardamine hirsuta,EV,1,12/6/2016,,,
55,6,55-06,Cardamine hirsuta,EV,2,1/3/2017,,,
55,6,55-06,Juncus bufonius,FV,1,8/16/2016,,,
55,6,55-06,Oxycoccus sp.,FV,2,8/16/2016,Forurensning fra torva,,
55,6,55-06,Veronica peregrina,FV,1,6/21/2016,,,
55,8,55-08,Cardamine hirsuta,FV,1,6/21/2016,,,
55,8,55-08,Cardamine hirsuta,FV,2,8/1/2016,,,
55,8,55-08,Cardamine hirsuta,FV,12,8/16/2016,,,
55,8,55-08,Cardamine hirsuta,EV,19,12/6/2016,,,
55,8,55-08,Cardamine hirsuta,EV,3,1/3/2017,,,
55,8,55-08,Cardamine hirsuta,EV,1,1/3/2017,,,
55,8,55-08,Cerastium glomeratum,EV,1,1/3/2017,,,
55,8,55-08,Euphorbia maculata,FV,1,6/21/2016,,,
55,8,55-08,Euphorbia maculata,FV,1,6/30/2016,,,
55,8,55-08,Polycarpon tetraphyllum,EV,6,1/3/2017,,,
55,8,55-08,Portulaca oleracea ssp. sativa,FV,10,6/21/2016,,,
55,8,55-08,Rorippa sylvestris,EV,1,1/3/2017,,,
55,8,55-08,Sagina procumbens,EV,1,1/3/2017,,,
55,8,55-08,Senecio vulgaris,FV,1,6/21/2016,,,
55,8,55-08,Sonchus oleraceus,FV,2,6/21/2016,,,
55,8,55-08,Sonchus oleraceus,FV,4,8/1/2016,,,
55,8,55-08,Sonchus oleraceus,EV,1,1/3/2017,,,
55,8,55-08,Urtica urens,FV,3,6/21/2016,,,
55,8,55-08,Urtica urens,FV,15,8/1/2016,,,
55,8,55-08,Urtica urens,FV,58,8/16/2016,,,
55,8,55-08,Urtica urens,EV,3,12/6/2016,,,
55,9,55-09,Arabis thaliana,EV,1,1/5/2017,,,
55,9,55-09,Cardamine hirsuta,FV,2,6/21/2016,,,
55,9,55-09,Cardamine hirsuta,FV,9,6/30/2016,,,
55,9,55-09,Cardamine hirsuta,FV,34,8/1/2016,,,
55,9,55-09,Cardamine hirsuta,FV,57,8/16/2016,,,
55,9,55-09,Cardamine hirsuta,FV,3,8/16/2016,,,
55,9,55-09,Cardamine hirsuta,EV,36,12/6/2016,,,
55,9,55-09,Cardamine hirsuta,EV,15,1/3/2017,,,
55,9,55-09,Cardamine hirsuta,EV,3,1/5/2017,,,
55,9,55-09,Polycarpon tetraphyllum,EV,1,1/3/2017,,,
55,9,55-09,Senecio vulgaris,FV,1,6/21/2016,,,
55,9,55-09,Stellaria media,FV,1,8/1/2016,,,
55,9,55-09,Stellaria media,FV,1,8/16/2016,,,
55,9,55-09,Stellaria media,EV,2,12/6/2016,,,
55,10,55-10,Cardamine hirsuta,FV,2,8/16/2016,,,
55,10,55-10,Cardamine hirsuta,EV,5,12/6/2016,,,
55,10,55-10,Cardamine hirsuta,EV,2,1/3/2017,,,
55,10,55-10,Cardamine hirsuta,EV,1,1/5/2017,,,
55,10,55-10,Conyza canadensis,FV,1,8/23/2016,,,
55,10,55-10,Poa annua,FV,2,6/30/2016,,,
56,1,56-01,Calluna vulgaris,FV,1,8/1/2016,Ganske sikkert forurensning i torva,,
56,1,56-01,Oxycoccus sp.,FV,2,8/16/2016,Forurensning fra torva,,
56,2,56-02,Cardamine hirsuta,FV,1,6/28/2016,,,
56,2,56-02,Cardamine hirsuta,FV,1,8/1/2016,,,
56,2,56-02,Cardamine hirsuta,FV,1,8/16/2016,,,
56,3,56-03,Echinochloa crus-galli,EV,2,1/3/2017,,,
56,4,56-04,Agrostis stolonifera,FV,1,8/1/2016,,,
56,4,56-04,Calluna vulgaris,FV,3,8/1/2016,Ganske sikkert forurensning i torva,,
56,4,56-04,Calluna vulgaris,FV,1,8/1/2016,Ganske sikkert forurensning i torva,,
56,4,56-04,Cardamine hirsuta,FV,1,8/1/2016,,,
56,4,56-04,Cardamine hirsuta,FV,1,8/16/2016,,,
56,4,56-04,Cerastium glomeratum,FV,1,8/1/2016,,,
56,4,56-04,Echinochloa crus-galli,EV,5,1/3/2017,,,
56,4,56-04,Epilobium ciliatum ,FV,5,6/30/2016,,,
56,4,56-04,Epilobium ciliatum ,FV,4,8/1/2016,,,
56,4,56-04,Epilobium ciliatum ,FV,3,8/16/2016,,,
56,4,56-04,Epilobium ciliatum ,EV,2,1/3/2017,,,
56,4,56-04,Juncus bufonius,FV,1,6/21/2016,,,
56,4,56-04,Oxycoccus sp.,FV,1,8/16/2016,Forurensning med torva,,
56,4,56-04,Poa annua,FV,2,6/30/2016,,,
56,4,56-04,Poa annua,FV,3,8/1/2016,,,
56,4,56-04,Poa annua,EV,1,12/6/2016,,,
56,4,56-04,Rumex acetosella ssp. acetosella,FV,3,8/1/2016,,,
56,4,56-04,Spergula arvensis,FV,1,6/21/2016,,,
56,4,56-04,Viola arvensis,FV,1,8/1/2016,,,
56,5,56-05,Betula pendula,FV,1,8/1/2016,,,
56,5,56-05,Calluna vulgaris,FV,1,8/1/2016,Ganske sikkert forurensning i torva,,
56,5,56-05,Cardamine hirsuta,FV,1,8/16/2016,,,
56,5,56-05,Cardamine hirsuta,EV,1,12/6/2016,,,
56,5,56-05,Epilobium ciliatum ,FV,1,6/30/2016,,,
56,5,56-05,Oxycoccus sp.,FV,5,8/16/2016,Forurensning med torva,,
56,5,56-05,Poa annua,FV,1,8/1/2016,,,
56,5,56-05,Poa annua,EV,1,12/6/2016,,,
56,6,56-06,Calluna vulgaris,FV,4,8/1/2016,Ganske sikkert forurensning i torva,,
56,6,56-06,Cardamine hirsuta,EV,2,1/3/2017,,,
56,6,56-06,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
56,7,56-07,Calluna vulgaris,FV,1,8/1/2016,Ganske sikkert forurensning i torva,,
56,7,56-07,Cardamine hirsuta,FV,1,6/28/2016,,,
56,7,56-07,Cardamine hirsuta,FV,1,8/16/2016,,,
56,7,56-07,Cardamine hirsuta,EV,8,12/6/2016,,,
56,7,56-07,Epilobium ciliatum ,FV,2,6/30/2016,,,
56,7,56-07,Oxycoccus sp.,FV,2,8/16/2016,Forurensning med torva,,
56,7,56-07,Sagina procumbens,EV,1,1/3/2017,,,
56,8,56-08,Cardamine hirsuta,FV,1,6/28/2016,,,
56,8,56-08,Cardamine hirsuta,FV,1,8/16/2016,,,
56,8,56-08,Cardamine hirsuta,FV,1,8/16/2016,,,
56,8,56-08,Cardamine hirsuta,EV,13,12/6/2016,,,
56,8,56-08,Cardamine hirsuta,EV,1,1/3/2017,,,
56,8,56-08,Cerastium glomeratum,FV,1,8/16/2016,,,
56,8,56-08,Oxycoccus sp.,FV,2,8/16/2016,Forurensning fra torva,,
56,8,56-08,Oxycoccus sp.,FV,1,8/23/2016,Forurensning fra torva,,
57,1,57-01,Calluna vulgaris,FV,2,8/1/2016,Ganske sikkert forurensning i torva,,
57,1,57-01,Cardamine hirsuta,FV,2,6/21/2016,,,
57,1,57-01,Cardamine hirsuta,FV,1,6/28/2016,,,
57,1,57-01,Cardamine hirsuta,FV,1,8/1/2016,,,
57,1,57-01,Cardamine hirsuta,FV,10,8/16/2016,,,
57,1,57-01,Cardamine hirsuta,EV,10,12/6/2016,,,
57,1,57-01,Cardamine hirsuta,EV,2,1/3/2017,,,
57,1,57-01,Cardamine hirsuta,EV,1,1/5/2017,,,
57,1,57-01,Chenopodium album,FV,2,6/21/2016,,,
57,1,57-01,Coronopus didymus,FV,3,6/24/2016,,,
57,1,57-01,Epilobium ciliatum ,FV,4,8/1/2016,,,
57,1,57-01,Epilobium ciliatum ,FV,1,8/16/2016,,,
57,1,57-01,Poa annua,FV,2,6/30/2016,,,
57,1,57-01,Poa annua,FV,1,8/1/2016,,,
57,1,57-01,Senecio vulgaris,FV,17,6/21/2016,,,
57,1,57-01,Senecio vulgaris,FV,1,6/28/2016,,,
57,1,57-01,Senecio vulgaris,FV,1,8/16/2016,,,
57,1,57-01,Solanum nigrum ssp.  nigrum,FV,1,6/28/2016,,,
57,1,57-01,Sonchus oleraceus,FV,2,6/21/2016,,,
57,1,57-01,Taraxacum officinalis,FV,1,8/1/2016,,,
57,2,57-02,Calluna vulgaris,FV,2,8/16/2016,,,
57,2,57-02,Cardamine hirsuta,FV,2,6/24/2016,,,
57,2,57-02,Cardamine hirsuta,FV,2,8/1/2016,,,
57,2,57-02,Cardamine hirsuta,FV,6,8/16/2016,,,
57,2,57-02,Cardamine hirsuta,EV,1,12/6/2016,,,
57,2,57-02,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
57,2,57-02,Stellaria media,FV,1,8/16/2016,,,
57,3,57-03,Betula pendula,FV,1,8/1/2016,,,
57,3,57-03,Cardamine hirsuta,FV,1,8/16/2016,,,
57,4,57-04,Buddleia davidii,FV,1,8/1/2016,,,
57,4,57-04,Cardamine hirsuta,FV,25,8/16/2016,,,
57,4,57-04,Cardamine hirsuta,FV,1,8/16/2016,,,
57,4,57-04,Cardamine hirsuta,FV,3,8/16/2016,,,
57,4,57-04,Cardamine hirsuta,EV,7,12/6/2016,,,
57,4,57-04,Oxycoccus sp.,FV,3,8/16/2016,Forurensning fra torva,,
57,5,57-05,Cardamine hirsuta,FV,2,8/1/2016,,,
57,5,57-05,Cardamine hirsuta,FV,83,8/16/2016,,,
57,5,57-05,Cardamine hirsuta,FV,5,8/16/2016,,,
57,5,57-05,Cardamine hirsuta,EV,8,12/6/2016,,,
57,5,57-05,Cardamine hirsuta,EV,2,1/3/2017,,,
57,5,57-05,Cardamine hirsuta,EV,1,1/5/2017,,,
57,5,57-05,Stellaria media,EV,2,1/3/2017,,,
57,6,57-06,Cardamine hirsuta,EV,10,12/6/2016,,,
57,6,57-06,Cardamine hirsuta,EV,1,1/3/2017,,,
57,6,57-06,Digitaria ischaemum,FV,1,10/6/2016,Nå 07.10.2016 to små trillebord igjen med ubestemte planter,,
57,6,57-06,Digitaria ischaemum,FV,1,10/6/2016,,,
57,6,57-06,Eleusine indica ssp. africana,FV,1,8/23/2016,,,
57,6,57-06,Lamium amplexicaule ssp. amplexicaule,EV,1,1/3/2017,,,
57,6,57-06,Poa annua,FV,1,6/28/2016,,,
57,6,57-06,Poa annua,EV,1,12/6/2016,,,
57,6,57-06,Portulaca oleracea ssp. sativa,FV,2,6/28/2016,,,
57,6,57-06,Sonchus oleraceus,EV,1,1/3/2017,,,
57,7,57-07,Cardamine hirsuta,FV,1,6/28/2016,,,
57,7,57-07,Cardamine hirsuta,FV,1,8/1/2016,,,
57,7,57-07,Cardamine hirsuta,FV,8,8/16/2016,,,
57,7,57-07,Cardamine hirsuta,FV,4,8/16/2016,,,
57,7,57-07,Cardamine hirsuta,EV,9,12/6/2016,,,
57,7,57-07,Cardamine hirsuta,EV,4,1/3/2017,,,
57,8,57-08,Cardamine hirsuta,FV,1,8/16/2016,,,
57,8,57-08,Cardamine hirsuta,FV,1,8/16/2016,,,
57,8,57-08,Cardamine hirsuta,EV,5,12/6/2016,,,
57,8,57-08,Cardamine hirsuta,EV,1,1/3/2017,,,
57,8,57-08,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
57,9,57-09,Calluna vulgaris,EV,1,1/5/2017,Trolig forurensing fra torva,,
57,9,57-09,Cardamine hirsuta,EV,10,12/6/2016,,,
57,9,57-09,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
57,10,57-10,Buddleia davidii,FV,1,8/1/2016,,,
57,10,57-10,Cardamine hirsuta,FV,13,6/24/2016,,,
57,10,57-10,Cardamine hirsuta,FV,4,6/28/2016,,,
57,10,57-10,Cardamine hirsuta,FV,10,8/1/2016,,,
57,10,57-10,Cardamine hirsuta,FV,1,8/1/2016,,,
57,10,57-10,Cardamine hirsuta,FV,6,8/16/2016,,,
57,10,57-10,Cardamine hirsuta,EV,15,12/6/2016,,,
57,10,57-10,Cardamine hirsuta,EV,2,1/3/2017,,,
57,10,57-10,Poa annua,FV,1,6/28/2016,,,
58,1,58-01,Cardamine hirsuta,EV,9,12/6/2016,,,
58,1,58-01,Cardamine hirsuta,EV,1,1/3/2017,,,
58,2,58-02,Cardamine hirsuta,EV,4,12/6/2016,,,
58,2,58-02,Cardamine hirsuta,EV,6,1/3/2017,,,
58,2,58-02,Chenopodium album,EV,1,12/6/2016,,,
58,3,58-03,Cardamine hirsuta,FV,1,6/10/2016,,,
58,3,58-03,Cardamine hirsuta,FV,4,6/24/2016,,,
58,3,58-03,Cardamine hirsuta,EV,2,12/6/2016,,,
58,3,58-03,Cardamine hirsuta,EV,8,1/3/2017,,,
58,3,58-03,Cardamine hirsuta,EV,7,1/5/2017,,,
58,3,58-03,Poa annua,FV,4,8/1/2016,,,
58,3,58-03,Sonchus oleraceus,FV,1,6/24/2016,,,
58,3,58-03,Sonchus oleraceus,FV,1,6/24/2016,,,
58,4,58-04,Cardamine hirsuta,FV,2,6/30/2016,,,
58,4,58-04,Cardamine hirsuta,FV,1,8/16/2016,,,
58,4,58-04,Cardamine hirsuta,EV,3,12/6/2016,,,
58,4,58-04,Cardamine hirsuta,EV,2,1/3/2017,,,
58,4,58-04,Cardamine hirsuta,EV,4,1/5/2017,,,
58,4,58-04,Digitaria sanguinalis,FV,,8/1/2016,,,
58,5,58-05,Cardamine hirsuta,FV,1,6/24/2016,,,
58,5,58-05,Cardamine hirsuta,FV,1,6/30/2016,,,
58,5,58-05,Cardamine hirsuta,EV,3,12/6/2016,,,
58,5,58-05,Cardamine hirsuta,EV,1,1/5/2017,,,
58,6,58-06,Calluna vulgaris,FV,1,8/16/2016,,,
58,6,58-06,Cardamine hirsuta,EV,1,12/6/2016,,,
58,6,58-06,Cardamine hirsuta,EV,1,1/3/2017,,,
58,6,58-06,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
58,7,58-07,Cardamine hirsuta,EV,2,12/6/2016,,,
58,7,58-07,Cardamine hirsuta,EV,2,1/3/2017,,,
58,7,58-07,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
58,7,58-07,Senecio vulgaris,FV,1,6/24/2016,,,
58,8,58-08,Cardamine hirsuta,FV,1,8/16/2016,,,
58,8,58-08,Cardamine hirsuta,EV,6,12/6/2016,,,
58,8,58-08,Cardamine hirsuta,EV,1,1/3/2017,,,
58,8,58-08,Olea europaea (cf.),EV,2,1/5/2017,,,
58,9,58-09,Calluna vulgaris,FV,3,8/16/2016,,,
58,9,58-09,Cardamine hirsuta,FV,1,6/28/2016,,,
58,9,58-09,Stellaria media,EV,1,1/3/2017,,,
58,10,58-10,Persicaria maculosa,FV,1,6/30/2016,,,
59,1,59-01,Cardamine hirsuta,EV,1,12/6/2016,,,
59,1,59-01,Carex canescens,FV,1,10/6/2016,,,
59,1,59-01,Chenopodium album,FV,1,6/30/2016,,,
59,1,59-01,Poa annua,FV,1,8/16/2016,,,
59,1,59-01,Sagina procumbens,EV,3,1/3/2017,,,
59,1,59-01,Senecio vulgaris,EV,3,12/6/2016,,,
59,1,59-01,Sonchus oleraceus,FV,3,8/1/2016,,,
59,1,59-01,Sonchus oleraceus,FV,1,8/23/2016,,,
59,1,59-01,Sonchus oleraceus,EV,3,1/3/2017,,,
59,2,59-02,Cardamine hirsuta,FV,6,6/30/2016,,,
59,2,59-02,Cardamine hirsuta,FV,4,8/1/2016,,,
59,2,59-02,Cardamine hirsuta,EV,2,12/6/2016,,,
59,2,59-02,Cardamine hirsuta,EV,1,12/6/2016,,,
59,2,59-02,Cardamine hirsuta,EV,3,1/3/2017,,,
59,2,59-02,Cardamine hirsuta,EV,1,1/5/2017,,,
59,2,59-02,Chenopodium album,FV,2,6/30/2016,,,
59,2,59-02,Chenopodium album,EV,1,12/6/2016,,,
59,2,59-02,Juncus bufonius,FV,1,8/16/2016,,,
59,2,59-02,Poa annua,FV,1,8/1/2016,,,
59,2,59-02,Poa annua,FV,5,8/16/2016,,,
59,2,59-02,Poa annua,EV,22,12/6/2016,,,
59,2,59-02,Poa annua,EV,5,1/3/2017,,,
59,2,59-02,Poa annua,EV,3,1/5/2017,,,
59,3,59-03,Agrostis stolonifera,FV,1,8/16/2016,,,
59,3,59-03,Cardamine hirsuta,EV,4,12/6/2016,,,
59,3,59-03,Chenopodium album,FV,2,6/30/2016,,,
59,3,59-03,Chenopodium album,EV,1,12/6/2016,,,
59,3,59-03,Persicaria laphatifolia ssp. lapathifolia,EV,1,1/3/2017,,,
59,4,59-04,Cardamine hirsuta,FV,5,8/1/2016,,,
59,4,59-04,Cardamine hirsuta,FV,11,8/16/2016,,,
59,4,59-04,Cardamine hirsuta,EV,26,12/6/2016,,,
59,4,59-04,Cardamine hirsuta,EV,9,1/3/2017,,,
59,4,59-04,Chenopodium album,EV,3,1/5/2017,,,
59,4,59-04,Poa annua,FV,1,8/16/2016,,,
59,4,59-04,Portulaca oleracea ssp. sativa,FV,5,8/1/2016,,,
59,4,59-04,Portulaca oleracea ssp. sativa,FV,1,8/16/2016,,,
59,4,59-04,Senecio vulgaris,FV,1,8/16/2016,,,
59,5,59-05,Cardamine hirsuta,FV,1,8/16/2016,,,
59,5,59-05,Chenopodium album,EV,1,12/6/2016,,,
59,5,59-05,Juncus bufonius,FV,1,8/1/2016,,,
59,5,59-05,Senecio vulgaris,FV,1,8/16/2016,,,
59,6,59-06,Cardamine hirsuta,FV,9,6/30/2016,,,
59,6,59-06,Cardamine hirsuta,FV,1,8/16/2016,,,
59,6,59-06,Poa annua,FV,15,6/30/2016,,,
59,6,59-06,Senecio vulgaris,FV,1,6/30/2016,,,
59,7,59-07,Agrostis capillaris,FV,1,8/16/2016,,,
59,7,59-07,Cardamine hirsuta,EV,1,12/6/2016,,,
59,7,59-07,Cardamine hirsuta,EV,1,1/3/2017,,,
59,7,59-07,Juncus bufonius,EV,1,1/3/2017,,,
59,7,59-07,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
59,8,59-08,Cardamine hirsuta,FV,1,8/16/2016,,,
59,8,59-08,Cardamine hirsuta,EV,1,12/6/2016,,,
59,9,59-09,Cardamine hirsuta,FV,15,8/1/2016,,,
59,9,59-09,Cardamine hirsuta,FV,4,8/16/2016,,,
59,9,59-09,Cardamine hirsuta,EV,8,12/6/2016,,,
59,9,59-09,Cardamine hirsuta,EV,1,12/6/2016,,,
59,9,59-09,Cardamine hirsuta,EV,1,1/3/2017,,,
59,9,59-09,Cerastium glomeratum,FV,2,8/1/2016,,,
59,9,59-09,Cerastium glomeratum,FV,6,8/16/2016,,,
59,9,59-09,Cerastium glomeratum,EV,7,12/6/2016,,,
59,9,59-09,Chenopodium polyspermum,FV,2,8/1/2016,,,
59,9,59-09,Juncus bufonius,FV,1,8/16/2016,,,
59,9,59-09,Poa annua,FV,27,8/1/2016,,,
59,9,59-09,Poa annua,FV,7,8/16/2016,,,
59,9,59-09,Poa annua,EV,8,12/6/2016,,,
59,9,59-09,Poa annua,EV,3,1/3/2017,,,
59,9,59-09,Ranunculus sceleratus,FV,1,8/1/2016,,,
59,9,59-09,Rumex acetosella ssp. acetosella,FV,1,8/1/2016,,,
59,9,59-09,Rumex acetosella ssp. acetosella,FV,2,8/16/2016,,,
59,9,59-09,Senecio vulgaris,FV,2,6/30/2016,,,
59,10,59-10,Cardamine hirsuta,FV,4,8/16/2016,,,
59,10,59-10,Cardamine hirsuta,EV,2,12/6/2016,,,
59,10,59-10,Cardamine hirsuta,EV,1,1/3/2017,,,
59,10,59-10,Chenopodium album,FV,1,6/30/2016,,,
60,3,60-03,Arabis thaliana,EV,1,12/6/2016,,,
60,3,60-03,Cardamine hirsuta,FV,2,6/30/2016,,,
60,3,60-03,Cardamine hirsuta,FV,1,8/1/2016,,,
60,3,60-03,Epilobium ciliatum ,FV,1,8/16/2016,,,
60,3,60-03,Persicaria maculosa,FV,1,8/1/2016,,,
60,3,60-03,Sagina procumbens,FV,1,8/16/2016,,,
60,4,60-04,Capsella bursa-pastoris,FV,1,8/1/2016,,,
60,4,60-04,Cardamine hirsuta,FV,1,8/16/2016,,,
60,4,60-04,Poa annua,FV,1,8/1/2016,,,
60,5,60-05,Cardamine hirsuta,FV,1,8/16/2016,,,
60,5,60-05,Cardamine hirsuta,EV,2,12/6/2016,,,
60,5,60-05,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
60,6,60-06,Cardamine hirsuta,FV,2,6/30/2016,,,
60,6,60-06,Cardamine hirsuta,FV,2,8/1/2016,,,
60,6,60-06,Cardamine hirsuta,FV,1,8/16/2016,,,
60,6,60-06,Cardamine hirsuta,EV,1,12/6/2016,,,
60,6,60-06,Cerastium glomeratum,EV,1,1/3/2017,,,
60,6,60-06,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
60,6,60-06,Urtica urens,FV,1,6/30/2016,,,
60,7,60-07,Cardamine hirsuta,FV,1,6/30/2016,,,
60,8,60-08,Calluna vulgaris,FV,2,8/16/2016,,,
60,8,60-08,Cardamine hirsuta,FV,1,8/1/2016,,,
60,8,60-08,Chenopodium album,EV,1,12/6/2016,,,
60,8,60-08,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
60,8,60-08,Poa annua,FV,1,8/16/2016,,,
60,9,60-09,Cardamine hirsuta,FV,14,6/30/2016,,,
60,9,60-09,Cardamine hirsuta,FV,3,8/1/2016,,,
60,9,60-09,Cardamine hirsuta,EV,3,12/6/2016,,,
60,9,60-09,Coronopus didymus,EV,1,1/3/2017,,,
60,10,60-10,Arabis thaliana,FV,1,6/30/2016,,,
60,10,60-10,Arabis thaliana,EV,1,1/3/2017,,,
60,10,60-10,Cardamine hirsuta,FV,7,6/30/2016,,,
60,10,60-10,Cardamine hirsuta,FV,1,8/1/2016,,,
60,10,60-10,Cardamine hirsuta,FV,1,8/16/2016,,,
60,10,60-10,Cardamine hirsuta,EV,1,12/6/2016,,,
60,10,60-10,Cardamine hirsuta,EV,3,1/3/2017,,,
60,10,60-10,Cerastium glomeratum,FV,1,8/16/2016,,,
60,10,60-10,Chenopodium album,FV,1,8/1/2016,,,
60,10,60-10,Coronopus didymus,FV,1,8/1/2016,,,
60,10,60-10,Poa annua,FV,3,6/30/2016,,,
60,10,60-10,Poa annua,FV,1,8/1/2016,,,
60,10,60-10,Poa annua,EV,9,12/6/2016,,,
60,10,60-10,Poa annua,EV,2,1/3/2017,,,
60,10,60-10,Solanum nigrum ssp.  nigrum,FV,1,8/1/2016,,,
60,10,60-10,Stellaria media,FV,2,8/16/2016,,,
60,10,60-10,Urtica urens,FV,1,6/30/2016,,,
61,1,61-01,Cardamine hirsuta,FV,2,8/16/2016,,,
61,1,61-01,Poa annua,EV,6,12/6/2016,,,
61,1,61-01,Poa annua,EV,1,1/3/2017,,,
61,1,61-01,Sagina procumbens,FV,1,8/16/2016,,,
61,2,61-02,Cardamine hirsuta,FV,2,8/1/2016,,,
61,2,61-02,Cardamine hirsuta,EV,1,12/6/2016,,,
61,2,61-02,Cardamine hirsuta,EV,1,1/3/2017,,,
61,3,61-03,Cardamine hirsuta,FV,10,8/1/2016,,,
61,3,61-03,Cardamine hirsuta,FV,1,8/16/2016,,,
61,3,61-03,Cardamine hirsuta,EV,2,12/6/2016,,,
61,3,61-03,Cardamine hirsuta,EV,2,1/3/2017,,,
61,4,61-04,Cardamine hirsuta,FV,8,8/16/2016,,,
61,4,61-04,Cardamine hirsuta,EV,3,12/6/2016,,,
61,4,61-04,Cardamine hirsuta,EV,1,1/3/2017,,,
61,4,61-04,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
61,5,61-05,Cardamine hirsuta,EV,1,12/6/2016,,,
61,6,61-06,Amaranthus blitum,FV,2,8/1/2016,,,
61,6,61-06,Amaranthus blitum,EV,7,1/5/2017,,,
61,6,61-06,Arabis thaliana,EV,1,1/3/2017,,,
61,6,61-06,Cardamine hirsuta,FV,13,8/1/2016,,,
61,6,61-06,Cardamine hirsuta,EV,1,1/5/2017,,,
61,6,61-06,Chenopodium album,EV,1,1/5/2017,,,
61,6,61-06,Portulaca oleracea ssp. sativa,FV,1,8/1/2016,,,
61,6,61-06,Portulaca oleracea ssp. sativa,FV,1,8/1/2016,,,
61,6,61-06,Senecio vulgaris,EV,1,1/5/2017,,,
61,6,61-06,Solanum nigrum ssp.  nigrum,FV,1,8/16/2016,,,
61,6,61-06,Sonchus oleraceus,EV,1,1/3/2017,,,
61,7,61-07,Calluna vulgaris,FV,1,8/16/2016,,,
61,7,61-07,Cardamine hirsuta,FV,1,8/16/2016,,,
61,8,61-08,Cardamine hirsuta,EV,1,12/6/2016,,,
61,9,61-09,Calluna vulgaris,FV,1,8/16/2016,,,
61,9,61-09,Cardamine hirsuta,FV,6,8/1/2016,,,
61,9,61-09,Cardamine hirsuta,EV,1,1/3/2017,,,
61,10,61-10,Cardamine hirsuta,FV,2,8/1/2016,,,
61,10,61-10,Senecio vulgaris,FV,1,8/1/2016,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
